scenario_id,shape_index,design_index,rows,columns,n_p,n_q,target_mi,margin_alpha_p,margin_alpha_q,association_p,association_q,generation_attempts,true_mi_p,true_mi_q,true_delta,distribution_l1,population_variance_p,population_variance_q,pooled_mixture_mi,pooled_mixture_variance,min_probability_p,min_probability_q,min_joint_expected_p,min_joint_expected_q,independence_expected_below_1_p,independence_expected_below_1_q,independence_expected_below_5_p,independence_expected_below_5_q,is_permutation_anchor,stage,population_seed,scenario_key,probability_p_json,probability_q_json,family,margin_p,margin_q,target_mi_p,target_mi_q,regular,pattern_p,pattern_q,min_expected_p,min_expected_q,different_distributions_l1,simulation_seed
random_2x5_d4,1.0,4.0,2,5,200,400,0.07,10.0,0.8,0.47571748175915424,0.3560570404812251,1.0,0.07000000000000028,0.07000000000000006,2.220446049250313e-16,0.7722275541371943,0.12275621672623321,0.1285716846276486,0.045606043872145285,0.08649347740059635,0.008336295880644023,0.013523750491361602,1.6672591761288047,5.4095001965446405,0.0,0.0,0.0,0.0,False,broad,73105913.0,broad:73105913:random_2x5_d4,"[[0.03588356452350639, 0.15455700457812976, 0.04742934961428273, 0.008336295880644023, 0.046206827652114646], [0.06652485808611977, 0.13942783221876154, 0.20798512338602423, 0.1306181364174037, 0.1630310076430132]]","[[0.040341410660542615, 0.013523750491361602, 0.08692066948456452, 0.06376883990906876, 0.3329388946849691], [0.06606089686219149, 0.04104334484884861, 0.11500648349742476, 0.1198571724716482, 0.12053853708938045]]",,,,,,,,,,,,
random_2x5_d5,1.0,5.0,2,5,120,480,0.15,2.0,20.0,4.685914951548812,0.9348082427331511,1.0,0.15000000000000036,0.14999999999999947,8.881784197001252e-16,0.9198242330280019,0.1596018729089845,0.19058793873257568,0.0989944358574264,0.12390618879623322,7.564541537928728e-12,0.0019293129039119753,9.077449845514473e-10,0.9260701938777481,0.1,0.0,0.4,0.0,False,broad,73105913.0,broad:73105913:random_2x5_d5,"[[0.12030993070099465, 0.10254222510533512, 0.030247478952275933, 0.31524004154757973, 0.1681472354502519], [1.198710031195035e-05, 7.979377577054819e-11, 7.564541537928728e-12, 0.06480868716068762, 0.19869241389520476]]","[[0.05154864838218768, 0.1546225778914511, 0.16506666720131272, 0.1172610615149301, 0.1254886740539944], [0.15963339911570318, 0.05582913742586421, 0.0019293129039119753, 0.12044140038172672, 0.04817912112891799]]",,,,,,,,,,,,
random_3x3_d0,2.0,0.0,3,3,900,900,0.03,50.0,50.0,0.27854712574927787,0.2508082304066672,1.0,0.03000000000000025,0.03000000000000047,-2.220446049250313e-16,0.2986622082863352,0.05371163722645804,0.05611181391415761,0.018568790552356162,0.03457538761971695,0.0471618413986281,0.06500152974238325,42.44565725876529,58.50137676814493,0.0,0.0,0.0,0.0,False,broad,73105913.0,broad:73105913:random_3x3_d0,"[[0.1335442209066078, 0.17391840153024468, 0.0471618413986281], [0.10509340461383923, 0.11366323479970772, 0.11405314152361766], [0.10159139039754933, 0.10095222214599966, 0.1100221426838058]]","[[0.11578595458193904, 0.0968069582098652, 0.06617858149445689], [0.1462920565175653, 0.06500152974238325, 0.11669995984566367], [0.11066317538704087, 0.17834933097807484, 0.1042224532430109]]",,,,,,,,,,,,
random_3x3_d1,2.0,1.0,3,3,450,900,0.07,20.0,5.0,0.4439447100488631,0.3883666093160956,1.0,0.06999999999999806,0.07000000000000006,-1.9984014443252818e-15,0.5143214416847349,0.1294023835064936,0.12946226335552533,0.044669432188784164,0.08706384743660611,0.03725893434405443,0.029442579095168224,16.766520454824494,26.498321185651402,0.0,0.0,0.0,0.0,False,broad,73105913.0,broad:73105913:random_3x3_d1,"[[0.18743541837187586, 0.10532491686634175, 0.09084113493158015], [0.11225371603819513, 0.13270806277592304, 0.03725893434405443], [0.13654430214560817, 0.03988897563362456, 0.15774453889279688]]","[[0.16169124095843213, 0.03526117715736823, 0.029442579095168224], [0.12161544065586509, 0.2107743099922703, 0.15196457926649518], [0.12327905041297436, 0.09491607971953414, 0.07105554274189244]]",,,,,,,,,,,,
random_3x3_d2,2.0,2.0,3,3,225,900,0.15,5.0,1.2,0.6879147344320151,0.970235929298154,1.0,0.15000000000000147,0.14999999999999902,2.4424906541753444e-15,0.9195779097103938,0.2531124355433652,0.263242786431816,0.14579207126782023,0.24859882165789943,0.021845365270798736,0.003159630042827401,4.915207185929716,2.8436670385446607,0.0,0.0,0.0,0.0,False,broad,73105913.0,broad:73105913:random_3x3_d2,"[[0.021845365270798736, 0.043760350130045714, 0.222292885956686], [0.12538414791664929, 0.07848554784421022, 0.029815390779016952], [0.052013720798631494, 0.13831187297697478, 0.28809071832698674]]","[[0.003159630042827401, 0.015113560703699147, 0.09916722037876033], [0.38196321229774294, 0.1470446335116068, 0.09902616041007482], [0.11745375597428019, 0.11284135438445508, 0.02423047229655315]]",,,,,,,,,,,,
random_3x3_d3,2.0,3.0,3,3,1800,1800,0.03,1.0,0.5,0.3502560679287906,0.5097644488487529,1.0,0.029999999999999916,0.03000000000000036,-4.440892098500626e-16,1.59261450904316,0.05667396024514197,0.06950588065421856,0.16511750034020478,0.26954434355991713,0.007063090369013963,0.001713691388308542,12.713562664225133,3.0846444989553756,0.0,0.1111111111111111,0.0,0.2222222222222222,False,broad,73105913.0,broad:73105913:random_3x3_d3,"[[0.007063090369013963, 0.0484580192556364, 0.07048755770197912], [0.042717557448924845, 0.18661047515503235, 0.22199594272551368], [0.1002911783336548, 0.10262152180847323, 0.2197546572017717]]","[[0.7407927746330996, 0.004586264521544166, 0.1307751348390485], [0.04500755056934975, 0.004083740480031257, 0.038733196994612924], [0.021004289233545522, 0.001713691388308542, 0.013303357340459728]]",,,,,,,,,,,,
random_3x3_d4,2.0,4.0,3,3,180,360,0.07,10.0,0.8,0.4697867922994438,0.5171127099755662,3.0,0.06999999999999962,0.07000000000000084,-1.2212453270876722e-15,1.16005922315041,0.11613223691156964,0.118986062456367,0.04747093750684428,0.08113943635415903,0.03469696304454079,0.00013088906613916045,6.245453348017342,0.04712006381009776,0.0,0.3333333333333333,0.0,0.3333333333333333,True,broad,73105913.0,broad:73105913:random_3x3_d4,"[[0.12255791282228261, 0.1223087775059733, 0.08554993182229371], [0.14293233245258977, 0.03469696304454079, 0.13336117342608853], [0.17590715877152333, 0.1438861360500635, 0.03879961410464453]]","[[0.0003087607310833423, 0.18399109833237792, 0.3054198667735908], [0.00013088906613916045, 0.014154046423726105, 0.22786738645573285], [0.0005456639512988724, 0.024811531393547404, 0.24277075687250363]]",,,,,,,,,,,,
random_3x3_d5,2.0,5.0,3,3,120,480,0.15,2.0,20.0,0.7869724707482137,0.6133567503770571,1.0,0.14999999999999614,0.15000000000004388,-4.773959005888173e-14,0.5273063511500189,0.23467272984744167,0.23426213693810327,0.1510798190595104,0.23560929638997932,0.009718403821598214,0.029288561680115247,1.1662084585917856,14.058509606455319,0.0,0.0,0.2222222222222222,0.0,False,broad,73105913.0,broad:73105913:random_3x3_d5,"[[0.01951553912928208, 0.013080527496056635, 0.09590179363091685], [0.13788539955788348, 0.0335382387696758, 0.11761821536596694], [0.009718403821598214, 0.1210961361822919, 0.4516457460463282]]","[[0.05363032095438521, 0.06454587090854495, 0.08058829802952636], [0.22640413504761883, 0.04368239628138571, 0.10565423244796675], [0.029288561680115247, 0.18093613565974762, 0.21527004899070934]]",,,,,,,,,,,,
random_3x7_d0,3.0,0.0,3,7,2100,2100,0.03,50.0,50.0,0.24385466812995452,0.24294527461621954,1.0,0.03000000000000047,0.03000000000000047,0.0,0.29022790349753785,0.060781777843079636,0.05851204820499362,0.01902426234574861,0.037778396227386955,0.025344556999728166,0.02211954743408586,53.22356969942915,46.45104961158031,0.0,0.0,0.0,0.0,False,broad,73105913.0,broad:73105913:random_3x7_d0,"[[0.03708872299246631, 0.03180026826822889, 0.03204536875879252, 0.06496795932066105, 0.025344556999728166, 0.042480274404723635, 0.048475373168725994], [0.039985837170177195, 0.03325350214633114, 0.06885736637620771, 0.0317710622441262, 0.042883325039952805, 0.0293640202208059, 0.039206280090532564], [0.06813843945909626, 0.07295497627647503, 0.05040601152721531, 0.052382253954196704, 0.07521302313083372, 0.06673905798336548, 0.04664232046735766]]","[[0.06863217035510091, 0.0614597933603867, 0.036363344042982235, 0.04341333219759389, 0.04188080326387835, 0.038248304226328154, 0.05024205556125372], [0.029477228902529122, 0.03877888602366425, 0.07509489579779265, 0.02211954743408586, 0.035701978855322336, 0.033258636605196, 0.04119553901593566], [0.04007495892825622, 0.0571811928237186, 0.06945998420573503, 0.0769715680200745, 0.04730041453505494, 0.05078865593753665, 0.04235670990757416]]",,,,,,,,,,,,
random_3x7_d1,3.0,1.0,3,7,1050,2100,0.07,20.0,5.0,0.3781191778818772,0.43372179211272244,1.0,0.06999999999999984,0.06999999999995343,4.6407322429331543e-14,0.6316457504345258,0.12943919868471168,0.13028735864167768,0.0338381487867212,0.06635429934154602,0.019980962489664186,0.005474513290086115,20.980010614147396,11.496477909180841,0.0,0.0,0.0,0.0,False,broad,73105913.0,broad:73105913:random_3x7_d1,"[[0.035544551376978366, 0.029422186396777922, 0.059955013895659555, 0.024261371703274644, 0.07042353507381967, 0.029418988663315337, 0.032479907166802664], [0.04219921677170953, 0.019980962489664186, 0.0777753993537936, 0.03526823690625556, 0.02913207646160001, 0.054070581612829335, 0.10033843396606676], [0.07762175250125858, 0.05115177804683919, 0.04001503355814982, 0.038699263246177805, 0.059775173769910844, 0.07066635731684795, 0.02180017972226868]]","[[0.028039717649535372, 0.01807903149558007, 0.01733480383989755, 0.03493432023710565, 0.06474184892757319, 0.03596061865118798, 0.010029878474039], [0.0660545211445884, 0.044579940532402246, 0.009722417659429546, 0.01627255735654156, 0.02545135327307963, 0.036607096274669265, 0.005474513290086115], [0.09418085222579996, 0.1483974099118486, 0.10440524725377869, 0.03543527484644919, 0.09892493583933526, 0.05076417446946596, 0.05460948664760688]]",,,,,,,,,,,,
random_3x7_d2,3.0,2.0,3,7,525,2100,0.15,5.0,1.2,0.5591837452004214,0.8630448938212938,1.0,0.15000000000000013,0.14999999999996283,3.730349362740526e-14,1.0268821475434529,0.25701351966115876,0.22660150663715237,0.13852772056758011,0.2333829528061457,0.012204805954716434,0.0006298351016415025,6.407523126226128,1.3226537134471554,0.0,0.0,0.0,0.0,False,broad,73105913.0,broad:73105913:random_3x7_d2,"[[0.06961562774599127, 0.20506454614596362, 0.061615501336904625, 0.012204805954716434, 0.04194393146405467, 0.014950395096402551, 0.06356692182002416], [0.07768275868087708, 0.02472055413562281, 0.04663333477165438, 0.06871041624145012, 0.0187478187850393, 0.0182871494491256, 0.06856162134404654], [0.027446892861425598, 0.013729087830752034, 0.026633041389736586, 0.024503281107286144, 0.06387432312405707, 0.01764338550138508, 0.03386460521348432]]","[[0.007597845711150669, 0.049383809961342125, 0.034256465818579024, 0.013035847944658016, 0.003976688086961958, 0.026996227142139256, 0.012487242218093749], [0.02512778260325237, 0.009866317872515523, 0.037402380372155986, 0.025115346556799034, 0.0006298351016415025, 0.08808165182676514, 0.04062542833298814], [0.04120751196134719, 0.07992103896935641, 0.01358585745415865, 0.15231827829210368, 0.12408443545154184, 0.0976786882600803, 0.1166213200623695]]",,,,,,,,,,,,
random_3x7_d3,3.0,3.0,3,7,4200,4200,0.03,1.0,0.5,0.39704917838400916,0.4591602962459905,1.0,0.030000000000000027,0.02999999999999936,6.661338147750939e-16,1.2094186803881313,0.05400200381626905,0.060875790532459145,0.08473037602382272,0.15607018084243374,0.0003348452673802292,8.567087739074645e-05,1.4063501229969626,0.3598176850411351,0.0,0.14285714285714285,0.23809523809523808,0.38095238095238093,True,broad,73105913.0,broad:73105913:random_3x7_d3,"[[0.009384786219248894, 0.08413114335278997, 0.06373622515473268, 0.1327303675729452, 0.0015194523481385008, 0.026252323969066207, 0.0007664269220249455], [0.0023731622743026447, 0.1143949881383307, 0.08434933555160774, 0.17040898735211052, 0.0012336730113949811, 0.13036873806524932, 0.0007358362286653776], [0.005400184103797304, 0.05324592718143986, 0.023900352620297095, 0.07178596449520935, 0.0003348452673802292, 0.02248702410397367, 0.000460256067294776]]","[[0.0012626125320620207, 0.2044071123973339, 0.00183936155371411, 0.06215581866630452, 0.001005768601684703, 0.030563184330747294, 0.013642660499708982], [0.0001593726767165508, 0.04007053690552722, 0.00016616304073715883, 0.014740420117863313, 8.567087739074645e-05, 0.01348640036058098, 0.003488881219761643], [0.0002379922303211971, 0.5045367985370698, 0.00021621663155998113, 0.0779607647867579, 0.00024302041153345544, 0.02224342698344789, 0.007487816639176747]]",,,,,,,,,,,,
random_3x7_d4,3.0,4.0,3,7,420,840,0.07,10.0,0.8,0.4061178686585036,0.35658573329998644,1.0,0.06999999999994833,0.06999999999999917,-5.084821452783217e-14,1.0442247344835325,0.1203308659732587,0.13685879716674457,0.07605330290698697,0.14166186338761627,0.011549997601935844,0.0006435748018309557,4.850998992813055,0.5406028335380029,0.0,0.09523809523809523,0.0,0.14285714285714285,False,broad,73105913.0,broad:73105913:random_3x7_d4,"[[0.046600543169828895, 0.05693994269936482, 0.04854454509322981, 0.06955149431429727, 0.0812770713347946, 0.02137781322975096, 0.021127532092881963], [0.046677180578478784, 0.053731164886561565, 0.06395374612230686, 0.04296798166033717, 0.03254819383001075, 0.07167030015195815, 0.045891746463431686], [0.011549997601935844, 0.027402968662454542, 0.02807341714450896, 0.051079989237709504, 0.10956053839161008, 0.043083894474433185, 0.026389938860114596]]","[[0.055799189479979895, 0.03275995446112851, 0.004894275288586847, 0.0006435748018309557, 0.014595718653037649, 0.005342258223233646, 0.018394568541389204], [0.3837215182219834, 0.12592527459348046, 0.024152336958542287, 0.00276510348075838, 0.06490327162251479, 0.02741233391691154, 0.032737505059928576], [0.04766520123069719, 0.02907472255524117, 0.017679235931388013, 0.0007429815176761121, 0.03766356898871259, 0.013204229345724421, 0.059923177127254264]]",,,,,,,,,,,,
random_3x7_d5,3.0,5.0,3,7,210,840,0.15,2.0,20.0,0.7120009838192441,0.628145907910683,1.0,0.15000000000000013,0.1499999999999535,4.6629367034256575e-14,1.0006786053756704,0.26307816859108746,0.2633971080854346,0.08359462114972915,0.1519798201559134,0.0017469171018829946,0.0065259898281110765,0.36685259139542886,5.481831455613304,0.0,0.0,0.38095238095238093,0.0,False,broad,73105913.0,broad:73105913:random_3x7_d5,"[[0.017906162340176383, 0.0787735605105386, 0.002444905115263575, 0.0045973745276960895, 0.034745336199465654, 0.006853439130804177, 0.010385985345717304], [0.1581073706922916, 0.06937370677772725, 0.0017469171018829946, 0.041730829008904985, 0.0579210174765733, 0.0201335331672172, 0.10961164736006575], [0.10351381352220015, 0.060028640805010886, 0.02929163175733411, 0.1259085425041306, 0.03472747884029832, 0.016330669213023043, 0.015867438603678095]]","[[0.13109507936465284, 0.04810518944514425, 0.028192901287494628, 0.054134524728039396, 0.08102887325875296, 0.0065259898281110765, 0.04404426373930749], [0.04665399319119398, 0.010283321804125476, 0.09018673453332794, 0.041536104947354484, 0.09616209066284138, 0.009414469057569812, 0.029543459330520588], [0.0188069928054468, 0.04838512228734994, 0.03518781640585671, 0.03030534894795488, 0.01886326798658296, 0.03913357559753587, 0.09241088079083655]]",,,,,,,,,,,,
random_4x6_d0,4.0,0.0,4,6,2400,2400,0.03,50.0,50.0,0.2662442060080073,0.2476946144143959,1.0,0.029999999999998916,0.030000000000000027,-1.1102230246251565e-15,0.29087111089166773,0.05441919399328596,0.058061856833035885,0.02206518183917905,0.04132561826503806,0.019572818294548724,0.019396608626405257,46.97476390691694,46.55186070337262,0.0,0.0,0.0,0.0,False,broad,73105913.0,broad:73105913:random_4x6_d0,"[[0.03755898268928002, 0.03457112772914516, 0.04493500384861629, 0.019572818294548724, 0.031184408555465247, 0.05231929819950554], [0.03133425004412123, 0.03824198624673769, 0.05142423734184298, 0.04662831150994745, 0.043912981945040785, 0.026398348755086565], [0.03652674355485766, 0.025675714199835185, 0.039210411732507694, 0.06989004918945954, 0.055023465751298614, 0.04374606260730818], [0.04043933167445976, 0.051954397693086796, 0.05458904626058893, 0.054662442566159646, 0.02549765082246634, 0.044702928788634015]]","[[0.07495803488542159, 0.06364468229014929, 0.03727389225778008, 0.03182820069347323, 0.03907811039511232, 0.04116134789787254], [0.040973462637242726, 0.019396608626405257, 0.052827117725142606, 0.03943153883705768, 0.04456728851694447, 0.034551709215173164], [0.053487951019391605, 0.020361749334298, 0.03981799576836287, 0.04096593290485638, 0.033147281267188994, 0.021930566065906293], [0.043946198302761544, 0.03933329698219154, 0.04871720815886437, 0.06620492504174481, 0.031843614659895436, 0.04055128651676318]]",,,,,,,,,,,,
random_4x6_d1,4.0,1.0,4,6,1200,2400,0.07,20.0,5.0,0.38788994250601017,0.4259858689457672,1.0,0.07000000000000073,0.07000000000000006,6.661338147750939e-16,0.5582055576313281,0.12983136434011122,0.12975570495581581,0.04831195987032344,0.0946055565955657,0.011961397150587026,0.006208674001836505,14.35367658070443,14.900817604407612,0.0,0.0,0.0,0.0,False,broad,73105913.0,broad:73105913:random_4x6_d1,"[[0.051692311848870284, 0.04798182581039654, 0.03348586973487217, 0.07250763847722351, 0.0368448912137511, 0.03786420133639969], [0.08540363310036327, 0.030471491611265264, 0.02623703659602758, 0.06331436985708963, 0.03338991373376646, 0.029998795943424642], [0.04332873805957696, 0.015013122975282508, 0.07823167465668777, 0.026475150386079588, 0.022955506251419396, 0.04419705202189103], [0.03171999108887, 0.02736453232516823, 0.07457577242045416, 0.03289555922166042, 0.04208952417887269, 0.011961397150587026]]","[[0.05705691939222171, 0.06563669688936652, 0.03306988998585218, 0.04530305279645896, 0.006208674001836505, 0.01984934461004136], [0.06036841987346273, 0.019766411220675777, 0.01637343250069189, 0.013924259461285466, 0.012664658672964553, 0.013588750749377996], [0.06684589471800052, 0.0727283923536532, 0.06889469539744104, 0.15018041211346544, 0.04191629381870701, 0.05405882996816223], [0.04886197164492828, 0.0325455986847137, 0.043830543151800384, 0.018260451842935205, 0.03004767997175835, 0.008018726180198981]]",,,,,,,,,,,,
random_4x6_d2,4.0,2.0,4,6,600,2400,0.15,5.0,1.2,0.725862220969116,0.7004153807670911,2.0,0.15000000000000102,0.15000000000000013,8.881784197001252e-16,0.9131384458125268,0.2320840535566025,0.273333365050237,0.11822808678384189,0.22599395511358175,0.0019166736211820555,0.0006758566851431611,1.1500041727092334,1.6220560443435867,0.0,0.0,0.0,0.125,False,broad,73105913.0,broad:73105913:random_4x6_d2,"[[0.03561552013578681, 0.014867306388981021, 0.016307479861954785, 0.03358994652765083, 0.02226674386345123, 0.030771015860723748], [0.06552617390068308, 0.04075276235239544, 0.055476845213476865, 0.025499214547380068, 0.04769688733433549, 0.011591951410874065], [0.0019166736211820555, 0.056724160591304966, 0.0070593821394885365, 0.09237298221585856, 0.04363978292110426, 0.01329355755072808], [0.02663538329963122, 0.051781070787998554, 0.12153021882737045, 0.0677608559391314, 0.04014187349713628, 0.0771822112113723]]","[[0.029718035421535387, 0.0867494519206258, 0.05545702818239163, 0.01809158982015289, 0.1181698804026957, 0.060445658460493885], [0.005827593758174972, 0.010890042352392772, 0.05033342797730115, 0.002509037492808617, 0.007751612036678927, 0.0462371763730788], [0.0010314511293150527, 0.002080142261735434, 0.0015559468925446462, 0.005084333114633236, 0.0020755455331093195, 0.0006758566851431611], [0.15675538104176018, 0.05548468538775301, 0.16709760027938356, 0.03952917783734813, 0.04606540465620207, 0.030383940982741584]]",,,,,,,,,,,,
