scenario_id,shape_index,design_index,rows,columns,n_p,n_q,target_mi,margin_alpha_p,margin_alpha_q,association_p,association_q,generation_attempts,true_mi_p,true_mi_q,true_delta,distribution_l1,population_variance_p,population_variance_q,min_probability_p,min_probability_q,min_joint_expected_p,min_joint_expected_q,independence_expected_below_1_p,independence_expected_below_1_q,independence_expected_below_5_p,independence_expected_below_5_q,is_permutation_anchor,probability_p_json,probability_q_json
random_2x5_d4,1,4,2,5,200,400,0.07,10.0,0.8,0.39964883417263675,0.3947728297653599,1,0.07000000000000028,0.07000000000000006,2.220446049250313e-16,0.6336984182819724,0.12760425019454497,0.12770216712669974,0.048597889145842,0.0009285400159692485,9.7195778291684,0.3714160063876994,0.0,0.1,0.0,0.2,False,"[[0.07461172861305546, 0.06059020251098751, 0.08729153040157459, 0.12698827496512496, 0.048597889145842], [0.10288264906868072, 0.1538579253562392, 0.09168177995386756, 0.05080684324745749, 0.20269117673717063]]","[[0.10408263721080128, 0.0009285400159692485, 0.23322693213201692, 0.02825726850132856, 0.05806626067006497], [0.13392527424076517, 0.004180775446169171, 0.1331418661042743, 0.11027865921354134, 0.1939117864650691]]"
random_2x5_d5,1,5,2,5,120,480,0.15,2.0,20.0,0.7648329278824229,0.6272003426477855,2,0.1499999999999997,0.15000000000000058,-8.881784197001252e-16,1.0413567231324516,0.20149889049695047,0.24140989016700568,0.0020648624373573515,0.01740554946862388,0.24778349248288217,8.354663744939462,0.0,0.0,0.3,0.0,False,"[[0.056468947954438624, 0.18323007528920604, 0.005866444793200955, 0.0020648624373573515, 0.021701436107842902], [0.15151915595107804, 0.1379155711817927, 0.3082383647325242, 0.048417337645543394, 0.08457780390701591]]","[[0.10873717206527628, 0.1491309222183808, 0.1302388344398647, 0.07230197933927984, 0.06633672039243094], [0.06541823129948958, 0.02827010260188079, 0.01740554946862388, 0.20403525635102648, 0.15812523182374671]]"
random_3x3_d0,2,0,3,3,900,900,0.03,50.0,50.0,0.26736574383467426,0.26295917578739386,1,0.03000000000000047,0.029999999999998916,1.5543122344752192e-15,0.37329756903112327,0.05679781873085036,0.055456528207634775,0.052258822653110326,0.05888772736988728,47.03294038779929,52.99895463289855,0.0,0.0,0.0,0.0,False,"[[0.14490237897242866, 0.12160348854068954, 0.163063236278104], [0.13945787925571118, 0.08218410323604122, 0.07763751731335765], [0.052258822653110326, 0.0754882907000164, 0.14340428305054115]]","[[0.14715177379037567, 0.1040239550368334, 0.05888772736988728], [0.081880196263428, 0.11052083540569756, 0.14368958397329526], [0.11700445810505086, 0.10075324611609648, 0.1360882239393355]]"
random_3x3_d1,2,1,3,3,450,900,0.07,20.0,5.0,0.37098986868212047,0.4124128613018042,1,0.07000000000000028,0.07000000000000028,0.0,0.5991343551293289,0.13861735424679478,0.13613353239540912,0.05932242373696554,0.037391140314090694,26.695090681634493,33.652026282681625,0.0,0.0,0.0,0.0,False,"[[0.07141347930969846, 0.07080621245013648, 0.16308290213864707], [0.1906844912541876, 0.09644860761683656, 0.05932242373696554], [0.10779613744525171, 0.15083132145745207, 0.08961442459082464]]","[[0.08230495609751008, 0.1413204132084302, 0.20257397573998748], [0.0952370366002894, 0.04668999253140577, 0.23400598892906352], [0.11178299867037246, 0.037391140314090694, 0.04869349790885047]]"
random_3x3_d2,2,2,3,3,225,900,0.15,5.0,1.2,0.7567405095295803,1.226086541077265,1,0.1500000000000008,0.15000000000000013,6.661338147750939e-16,1.122160064336863,0.20112349976397287,0.24640523104135056,0.017160820802315353,0.0003574144001370926,3.8611846805209544,0.3216729601233833,0.0,0.0,0.0,0.0,False,"[[0.017160820802315353, 0.16351663959916987, 0.17374835456176077], [0.07889835322929963, 0.09779867612078039, 0.028716359300316897], [0.1687865281153739, 0.049502748587608725, 0.22187151968337457]]","[[0.24576546395514845, 0.0003574144001370926, 0.015002653345484502], [0.411373742244898, 0.08736185993430956, 0.023269466329199014], [0.1138554047307876, 0.0006833806291810646, 0.10233061443085469]]"
random_3x3_d3,2,3,3,3,1800,1800,0.03,1.0,0.5,3.6853024635548133,0.26583981946320845,1,0.029999999999999916,0.030000000000000693,-7.771561172376096e-16,0.7816919905373478,0.03711833673293662,0.058067265370382065,1.2884189355050952e-10,0.03493358812246545,2.3191540839091713e-07,62.88045862043781,0.0,0.0,0.0,0.0,False,"[[0.03433355339471025, 0.0002593002080436044, 0.013525729099494795], [0.07424006719499639, 1.401302371652919e-08, 1.2884189355050952e-10], [0.7144665531922727, 0.11265034166339144, 0.050524441105225255]]","[[0.10062814833393705, 0.03493358812246545, 0.03600859474986749], [0.12239998401311297, 0.06574874612568904, 0.08453074349272369], [0.38793834868418897, 0.04833255090280117, 0.1194792955752141]]"
random_3x3_d4,2,4,3,3,180,360,0.07,10.0,0.8,0.42441702638706613,0.9095269245073277,1,0.06999999999997542,0.06999999999999984,-2.4424906541753444e-14,1.112838632853584,0.1273793907094799,0.12257096663840959,0.016182876611374963,5.35669774057582e-06,2.9129177900474934,0.0019284111866072953,0.0,0.3333333333333333,0.0,0.3333333333333333,True,"[[0.14074388190282594, 0.03103202613161152, 0.016182876611374963], [0.11350907383569679, 0.15820870604065868, 0.14734377807789226], [0.19702577331388396, 0.12648069583209484, 0.06947318825396108]]","[[0.1853892295649204, 0.4903457841043284, 0.0022278898711623855], [0.16596928462767754, 0.09481118008668997, 0.0013447114961550666], [0.002569862217630599, 0.05733670133369513, 5.35669774057582e-06]]"
random_3x3_d5,2,5,3,3,120,480,0.15,2.0,20.0,0.5833434136218778,0.9041328530773479,1,0.14999999999999958,0.15000000000000147,-1.887379141862766e-15,0.978737937296082,0.24992594111584387,0.19653713896997183,0.0036891846245511273,0.0034637359670297426,0.4427021549461353,1.6625932641742764,0.0,0.0,0.3333333333333333,0.0,False,"[[0.0069306729170616945, 0.0036891846245511273, 0.05976840824195938], [0.21931495519676572, 0.09665006334903475, 0.11451332237037062], [0.04986894656095561, 0.06448075436942687, 0.3847836923698741]]","[[0.09306005847767757, 0.1670206893379122, 0.08735073716484075], [0.0034637359670297426, 0.08445012245871218, 0.23737398672482618], [0.1389589301507473, 0.06485585587636233, 0.12346588384189172]]"
random_3x7_d0,3,0,3,7,2100,2100,0.03,50.0,50.0,0.270768174078012,0.26152649227480623,1,0.02999999999999914,0.030000000000000693,-1.5543122344752192e-15,0.36278450955760094,0.054736487354956086,0.05681831596067106,0.01983205191305108,0.01809199597748532,41.64730901740727,37.993191552719175,0.0,0.0,0.0,0.0,False,"[[0.028726050808809852, 0.0451651318587267, 0.04396491745270509, 0.07244578691057629, 0.034471285575892345, 0.05582882222056592, 0.06067122964965777], [0.05983795628902531, 0.06210556631877606, 0.050795261849126264, 0.04312756097699679, 0.04614792371881282, 0.0487802670343895, 0.04417355124638148], [0.046424009509535576, 0.022561727432868016, 0.05760807127450795, 0.06058709852588173, 0.04418297646556849, 0.01983205191305108, 0.05256275296814494]]","[[0.04748810937888351, 0.0611730866651012, 0.07921889050673098, 0.039492828469479026, 0.05545808422183113, 0.04396330601171226, 0.05235923053128714], [0.04813767273797765, 0.0406287860949944, 0.062670245830148, 0.0494100250309728, 0.028481045471051947, 0.01809199597748532, 0.030277331730736545], [0.04679764693738134, 0.03220208908390187, 0.04146701213143156, 0.04708940942608169, 0.053069790824167136, 0.07315526014296288, 0.04936815279568191]]"
random_3x7_d1,3,1,3,7,1050,2100,0.07,20.0,5.0,0.38747588288210993,0.3864473786764622,1,0.06999999999999962,0.07000000000000006,-4.440892098500626e-16,0.5844628466724849,0.1286878128445815,0.12495874734900657,0.01638281486815929,0.011886250005414975,17.201955611567254,24.961125011371447,0.0,0.0,0.0,0.0,False,"[[0.031644001680993586, 0.028901116765074317, 0.0597286388874873, 0.02157392915767624, 0.11711013297761352, 0.06727181119778554, 0.056426625670536995], [0.05383346250205773, 0.02760542733434883, 0.042294190866375356, 0.038548613350525666, 0.03870271957721254, 0.04829696082749142, 0.06174926961545294], [0.033562337048661246, 0.04123217773427628, 0.04387936173167659, 0.05797867732346794, 0.02510718174319345, 0.01638281486815929, 0.08817054913993316]]","[[0.028721159238124665, 0.015855682172690212, 0.074458252758079, 0.03732234132481916, 0.02783279855194781, 0.08879944990186318, 0.01901628952012932], [0.07776616164418146, 0.10990510823178233, 0.05184785999853711, 0.052674446525977296, 0.0514585499419383, 0.06329912858700613, 0.10076301170612674], [0.03836993663720704, 0.030243867501852054, 0.02083433602238361, 0.01622135429350953, 0.011886250005414975, 0.05511735131195879, 0.027606664124471193]]"
random_3x7_d2,3,2,3,7,525,2100,0.15,5.0,1.2,0.571256287293871,0.7346610720274017,1,0.15000000000000058,0.14999999999999947,1.1102230246251565e-15,1.0097459007875143,0.2506516738009177,0.23284999137865023,0.00874087716849661,0.0014168878487592386,4.58896051346072,2.975464482394401,0.0,0.0,0.0,0.0,False,"[[0.046254743259490944, 0.017893995120433142, 0.02372715974928637, 0.20586223941294562, 0.037798183684481006, 0.023429837902154915, 0.052599413295673275], [0.032770670840869924, 0.054623532155470673, 0.05833714355524587, 0.023128567417020518, 0.0958360587185812, 0.01595184220075401, 0.03448414198663097], [0.040020458263161904, 0.014345222862044331, 0.00874087716849661, 0.1033771009532679, 0.03198648223928631, 0.055526125312497523, 0.023306203902207025]]","[[0.03392843111551366, 0.11277466097528185, 0.10810488074250782, 0.09421879751922317, 0.008008510160018748, 0.008137382876807419, 0.022098541538838317], [0.0019112105180475797, 0.09547259193362682, 0.022507524925243258, 0.2634499578398142, 0.019645344150963768, 0.008811528909686991, 0.0031661746812921077], [0.003979579726371498, 0.007681643559734294, 0.015625836556350473, 0.14093625491015116, 0.021575092831286568, 0.0014168878487592386, 0.0065491666804810755]]"
random_3x7_d3,3,3,3,7,4200,4200,0.03,1.0,0.5,0.38157074738664154,0.3406214102713063,1,0.030000000000000027,0.03000000000000025,-2.220446049250313e-16,1.4224070318842263,0.05678687551067069,0.05473980476372557,4.086641330104155e-05,1.3378942590868022e-06,0.1716389358643745,0.0056191558881645695,0.23809523809523808,0.14285714285714285,0.3333333333333333,0.23809523809523808,True,"[[4.086641330104155e-05, 0.00015577545711145064, 0.0005593801772850209, 0.00021378607934517544, 0.00044629881985447774, 0.00015329573769946165, 5.3166554215112366e-05], [0.00826086476220602, 0.04817490688722055, 0.1410126686658878, 0.04628176515504081, 0.2986441208900775, 0.06493088182341322, 0.023005135068836797], [0.020056575167475527, 0.036784243740068376, 0.042758073976567834, 0.042491002451867745, 0.17778646564702832, 0.014703005725097229, 0.033487720800400585]]","[[0.01647431682168308, 3.737289202026121e-05, 0.0030568507684117672, 0.1308875829472051, 0.025937702543568607, 0.015879624611757542, 0.0067407771827771345], [0.20233995539316116, 0.00036517644339585875, 0.01473611414773453, 0.3068685670372276, 0.11814199934166436, 0.08974002247535819, 0.05722355675216016], [0.0017286553579841369, 1.3378942590868022e-06, 0.0002065277141809517, 0.004495073457105439, 0.0012421112924884902, 0.003353094104013961, 0.0005435808218426832]]"
random_3x7_d4,3,4,3,7,420,840,0.07,10.0,0.8,0.4219050760208089,0.44879274654044105,1,0.07000000000006112,0.06999999999999895,6.217248937900877e-14,1.1000290405997195,0.12572058609283526,0.1315001958529938,0.009453064378251327,0.0001269630648757818,3.9702870388655573,0.1066489744956567,0.0,0.14285714285714285,0.0,0.19047619047619047,False,"[[0.009453064378251327, 0.0354302298049586, 0.053157134859466035, 0.0544414646872679, 0.06759070993411728, 0.033821144141376235, 0.02134577881798303], [0.07102837446012969, 0.04098280732026719, 0.058078751308835386, 0.09286964464693923, 0.06931555887989897, 0.041070791626046606, 0.03927249054925304], [0.042668999995772845, 0.08803474499245773, 0.03710948944251531, 0.026673388047020317, 0.030637386048382294, 0.02524775565438756, 0.061770290404673495]]","[[0.013599758899640164, 0.012923705874764097, 0.040308480136669336, 0.010266640494409993, 0.29342842735833014, 0.0005871399421318184, 0.12338732245130059], [0.0031772383760246678, 0.016297030456855748, 0.007750517529894293, 0.00706398969870235, 0.03612859918664314, 0.0001269630648757818, 0.11178432197192897], [0.004119142036119699, 0.023834315178290624, 0.030661477059348814, 0.025640146698494518, 0.15677294086790255, 0.0010303738342548937, 0.08111146888341778]]"
random_3x7_d5,3,5,3,7,210,840,0.15,2.0,20.0,0.6879467384559033,0.6188514711732057,1,0.1499999999999999,0.1499999999999586,4.1300296516055823e-14,0.8542921092511228,0.26514519573472456,0.24829869387349351,0.0018884772637523964,0.012686023777774138,0.39658022538800325,10.656259973330275,0.0,0.0,0.2857142857142857,0.0,False,"[[0.12136639046909523, 0.078376465517911, 0.00872496024311936, 0.0628807881050162, 0.08093044814457247, 0.016459601405998833, 0.030415493243109396], [0.0057440375489025254, 0.0030097012073873435, 0.019349039132063924, 0.0356438824332129, 0.020258120194321643, 0.0018884772637523964, 0.009634561327841077], [0.048325587592157666, 0.015179889580892269, 0.05674782382738097, 0.03491730437444207, 0.2293636752547137, 0.06379196674975418, 0.05699178638435484]]","[[0.037178955331650027, 0.013185833806210223, 0.02986501303680474, 0.09000226598570972, 0.10604087422246614, 0.04429871977616368, 0.09062159166624174], [0.05557847279590383, 0.0644695051476564, 0.0987062585440271, 0.02745659280624261, 0.012686023777774138, 0.047121391462970376, 0.015383491688140608], [0.023364604065497015, 0.028354075679287917, 0.013302806842221992, 0.041025564045488336, 0.059549959689152415, 0.0686050989015529, 0.03320290072883822]]"
random_4x6_d0,4,0,4,6,2400,2400,0.03,50.0,50.0,0.2587136535700337,0.2509245250561982,1,0.030000000000000027,0.030000000000000027,0.0,0.354075135003737,0.059253020356674714,0.057857412801212336,0.013957246966966297,0.023719290798161763,33.49739272071911,56.92629791558823,0.0,0.0,0.0,0.0,False,"[[0.051780567340611754, 0.013957246966966297, 0.036343437939188344, 0.047240872452456124, 0.02695964700967222, 0.034673887239964896], [0.047190855274418256, 0.030481139134993895, 0.06248012353387806, 0.03444708841471549, 0.06983631877037055, 0.04947372609211936], [0.054625280524205594, 0.02810701128954034, 0.04822131532841216, 0.024276194001916374, 0.04124902316957008, 0.027915410967898423], [0.037581142732208354, 0.05583054871833031, 0.05379369111247774, 0.04908580198271686, 0.03724819446432653, 0.03720147553904207]]","[[0.055432838067994275, 0.05551267250081198, 0.03329321934384846, 0.02870787950352778, 0.035130126564284665, 0.025250573673461483], [0.042656862310538425, 0.03592811366538467, 0.03123287084405778, 0.047793864798874194, 0.058294584636695304, 0.03444996191422289], [0.023719290798161763, 0.05753518404613157, 0.04266725700894143, 0.034701972367228086, 0.027873693695535898, 0.04950648766032016], [0.05747366012361696, 0.03880847679532055, 0.05730290766136364, 0.032258952999450335, 0.04318603147272248, 0.05128251754750532]]"
random_4x6_d1,4,1,4,6,1200,2400,0.07,20.0,5.0,0.36832314955418277,0.39348522741808883,1,0.0700000000000005,0.06999999999999962,8.881784197001252e-16,0.8305523480592683,0.1386942794402863,0.12461942331820934,0.017911406448810802,0.006276480605393973,21.493687738572962,15.063553452945534,0.0,0.0,0.0,0.0,False,"[[0.05764646738832061, 0.02631850899813072, 0.02304206690168856, 0.03059121350254842, 0.026956662884137925, 0.022078614879725043], [0.028605226765732985, 0.017911406448810802, 0.036028299156192545, 0.018127803326921016, 0.08314722659556627, 0.052623543282149444], [0.04099167100070694, 0.07264972468592484, 0.03323859096913269, 0.056091749149087926, 0.02534770011198493, 0.04348398730631655], [0.07354263716942515, 0.04164516161970677, 0.06737346467279678, 0.04232624968237671, 0.04297550640860315, 0.03725651709401318]]","[[0.018706657085146714, 0.10286311346975144, 0.05907219832544922, 0.05520378789485358, 0.059830422426613745, 0.01194280498578827], [0.01048385900897056, 0.08664441588871971, 0.024370929993799535, 0.022058301292763142, 0.006276480605393973, 0.012822355675259984], [0.05512339669420822, 0.055668946161773834, 0.08346198358980055, 0.11961020133757615, 0.06727499482366253, 0.04623471888570236], [0.014168708580211388, 0.025926654437506056, 0.020125686469312516, 0.017701824364795234, 0.015888343944930564, 0.008539214058010662]]"
random_4x6_d2,4,2,4,6,600,2400,0.15,5.0,1.2,0.6370742507845003,0.6847140819360656,1,0.15000000000000036,0.15000000000000768,-7.327471962526033e-15,1.2351789961258859,0.24198046854876606,0.23237022941746505,0.00403418680671677,4.907122764511333e-05,2.420512084030062,0.117770946348272,0.0,0.08333333333333333,0.0,0.16666666666666666,False,"[[0.0650919609827937, 0.05905131566853608, 0.05684758874382939, 0.01768914380224899, 0.07494849557522876, 0.06240744659579873], [0.037434076620847904, 0.008140295452347766, 0.03209901213507753, 0.026451989158368296, 0.05038005917259614, 0.04543623315550227], [0.025866849592552213, 0.0805522743073039, 0.019130866254904694, 0.14900959076504838, 0.024985436282538888, 0.055765084977885765], [0.02176866553250606, 0.04058000686053913, 0.022606551427504524, 0.008841096074032169, 0.00403418680671677, 0.010881774055292075]]","[[0.001507196619888529, 0.028386210627971753, 0.01730482046487842, 0.08960811372310368, 0.01939123821452911, 0.14964127629604002], [0.0004975596362360941, 0.003959530119453772, 0.007569140529254788, 0.01426588628966156, 0.05467465511985593, 0.03475430367060939], [4.907122764511333e-05, 0.0003525153711222316, 0.0005879161295986786, 0.0016596346764638527, 0.0018176608021540468, 0.051007647449153024], [0.0006928285809647564, 0.021767083593282603, 0.04319528153487926, 0.18646574580864497, 0.18893191553532843, 0.08191276797927996]]"
random_4x6_d3,4,3,4,6,4800,4800,0.03,1.0,0.5,0.35163390308914305,0.7060938224988725,1,0.03000000000000047,0.030000000000000804,-3.3306690738754696e-16,1.4071789187176487,0.05546431305676525,0.05511921038849555,0.001639437153791185,0.0001471182334409333,7.869298338197688,0.7061675205164798,0.0,0.041666666666666664,0.0,0.20833333333333334,False,"[[0.03731847625370601, 0.037767046267476734, 0.010127342286192874, 0.001639437153791185, 0.02840927347997314, 0.007064387292885943], [0.0767706982679137, 0.1163333150835138, 0.05177754675225373, 0.004596200139716903, 0.08270054883765153, 0.05417024613609624], [0.07835274023720437, 0.07071250368705567, 0.03603661338192143, 0.014379221220246539, 0.07427255839260705, 0.012978681520427682], [0.03854636550615576, 0.03747366166224101, 0.029021300696630687, 0.0049763476431285165, 0.05886413336853131, 0.03571135473267824]]","[[0.008508356336714097, 0.0001682118812641508, 0.022274497018583108, 0.0010794032353937746, 0.000486528081770125, 0.0001471182334409333], [0.021122616965606737, 0.01009657122459353, 0.39421318376761505, 0.0033148616821808458, 0.03738673312608651, 0.0016986519631767504], [0.011516004711930958, 0.004506112258411224, 0.18947576088689075, 0.013663215475803276, 0.001570475912932158, 0.00016958291064835175], [0.027890626297900314, 0.006943470892275976, 0.22210781688803902, 0.007457351557823704, 0.013971104309026584, 0.00023174438189204865]]"
random_4x6_d4,4,4,4,6,480,960,0.07,10.0,0.8,0.4112654160311644,0.4360216049595024,1,0.0700000000000005,0.06999999999999185,8.659739592076221e-15,1.5195521203279767,0.13257946373032442,0.12690154203819431,0.0044020063748524555,0.00032442078668237805,2.1129630599291787,0.31144395521508295,0.0,0.16666666666666666,0.041666666666666664,0.25,False,"[[0.013741915286054503, 0.008331133850800887, 0.008678730100638339, 0.04238950844575799, 0.027325672116253995, 0.0044020063748524555], [0.018646331464935505, 0.013793813981259851, 0.04019809995559612, 0.055281320628457566, 0.039137964939689296, 0.019763654457280535], [0.04665751997975619, 0.08825981230316154, 0.07684709567920626, 0.03371617962250937, 0.08937750312917024, 0.05114292278803508], [0.06994179592409816, 0.020990261601198948, 0.07921168268067051, 0.05709716689740284, 0.07382261010779848, 0.021245297685415252]]","[[0.06009260730490427, 0.1509284018448892, 0.13586309448836925, 0.004786626028045283, 0.008623265685525853, 0.12819675571651987], [0.04224789231954727, 0.03843313848760068, 0.09171507023044854, 0.007262241966486697, 0.0029753185585693807, 0.23543735063791962], [0.012033316247177812, 0.019433806753112064, 0.00811536573798464, 0.00040541817840920256, 0.00032442078668237805, 0.014891128600061683], [0.00291849024813869, 0.0025670482916130394, 0.006130102763805088, 0.000530285254958494, 0.0004261215786078749, 0.025662732290623134]]"
random_4x6_d5,4,5,4,6,240,960,0.15,2.0,20.0,0.656163048003235,0.6263072124245942,1,0.15000000000000013,0.1499999999999999,2.220446049250313e-16,0.8741385262691701,0.23713124633113292,0.2416467574452628,0.0003343937048834584,0.006191487038178262,0.08025448917203001,5.943827556651131,0.125,0.0,0.4166666666666667,0.0,True,"[[0.0003343937048834584, 0.01804013269732058, 0.006455878897554548, 0.012084504579398306, 0.013925780694193618, 0.011347575776005633], [0.006174567119882772, 0.0823444998362348, 0.017593267798924873, 0.01062355108734521, 0.09409304297343563, 0.006954467686426748], [0.011359714472572972, 0.0641335699691991, 0.13148670651330258, 0.08120906772433463, 0.10013328739055796, 0.1776044447841938], [0.0005552395111014849, 0.08224044174524907, 0.005040288247369767, 0.007279807425953587, 0.026169402315317572, 0.032816367049241305]]","[[0.06715868024563429, 0.05047546409456619, 0.049160347182835955, 0.01742157161156392, 0.03258951638845231, 0.01949623145957857], [0.0794592151755762, 0.02939579513726761, 0.04473216109916623, 0.017614771964707572, 0.04854592168073063, 0.029365074333957856], [0.006191487038178262, 0.02168837331479185, 0.024189480992233073, 0.06304761014218777, 0.07220658603153284, 0.06034279717200341], [0.011438425827726036, 0.06405901890043601, 0.03834531217334928, 0.09622194680383132, 0.02487691270834678, 0.03197729852134619]]"
