scenario_id,regime,replicates,n,rows,columns,true_delta,population_score_correlation,min_expected_joint,expected_joint_below_1,mean_zero_fraction,paired_wald_valid_rate,jackknife_valid_rate,mean_delta_plugin_bias,mean_delta_jackknife_bias,mean_paired_se,mean_unpaired_se,mean_se_ratio_paired_to_unpaired,mean_test_microseconds,paired_wald_normal_reject_10,paired_wald_normal_reject_10_low,paired_wald_normal_reject_10_high,paired_wald_normal_reject_05,paired_wald_normal_reject_05_low,paired_wald_normal_reject_05_high,paired_wald_t_reject_10,paired_wald_t_reject_10_low,paired_wald_t_reject_10_high,paired_wald_t_reject_05,paired_wald_t_reject_05_low,paired_wald_t_reject_05_high,paired_jackknife_t_reject_10,paired_jackknife_t_reject_10_low,paired_jackknife_t_reject_10_high,paired_jackknife_t_reject_05,paired_jackknife_t_reject_05_low,paired_jackknife_t_reject_05_high,unpaired_wald_normal_reject_10,unpaired_wald_normal_reject_10_low,unpaired_wald_normal_reject_10_high,unpaired_wald_normal_reject_05,unpaired_wald_normal_reject_05_low,unpaired_wald_normal_reject_05_high
balanced_2x2_n500_pair04,balanced_2x2,5000,500,2,2,0.0,0.4,70.05134345964754,0.0,0.0,1.0,1.0,0.00010661542615079194,0.00010661045725957918,0.020803312546871094,0.026800754932050835,0.7759476267805149,0.7087499834597111,0.0984,0.09044976166527606,0.10696685653699382,0.0492,0.04354338255549714,0.055548777518166365,0.0978,0.08987265154103252,0.10634488790357141,0.0488,0.043166788231898734,0.05512598600332083,0.0962,0.08833415715201101,0.10468583893881708,0.0486,0.04297853230752914,0.05491454900846843,0.0348,0.03006656962326064,0.04024770026642051,0.0112,0.008635392875722448,0.014515112545765398
balanced_2x2_n500_pair08,balanced_2x2,5000,500,2,2,0.0,0.8,70.05134345964754,0.0,0.0,1.0,1.0,-6.538131045561462e-05,-6.537851187870075e-05,0.01198277690898455,0.026734088753072694,0.4478718452896878,0.748799997381866,0.1,0.09198917998158554,0.10862498157446016,0.0464,0.04090958228231389,0.05258687692224192,0.099,0.0910269658890982,0.1075887310708376,0.0462,0.0407216699236964,0.05237509636163745,0.0968,0.08891101254321587,0.1053080623052782,0.0452,0.03978255839785056,0.05131574329137339,0.0004,0.00010970128207763504,0.0014573865014234437,0.0,0.0,0.0007677019450571243
balanced_2x2_n1000_pair00,balanced_2x2,5000,1000,2,2,0.0,0.0,140.10268691929508,0.0,0.0,1.0,1.0,-9.851430311051805e-05,-9.851333815399622e-05,0.018967175524833464,0.018964882394309813,1.0001296637650092,0.7358667906373739,0.1036,0.0954552451429801,0.11235338895906116,0.0474,0.04184958432057469,0.05364533948009102,0.1032,0.09506996784785655,0.11193928041574076,0.047,0.041473496167793764,0.05322204179442799,0.1016,0.09352925326717293,0.11028245164264858,0.0464,0.04090958228231389,0.05258687692224192,0.103,0.09487734390886227,0.11173221143551307,0.0468,0.041285495583661055,0.05301034945933872
balanced_2x2_n1000_pair04,balanced_2x2,5000,1000,2,2,0.0,0.4,140.10268691929508,0.0,0.0,1.0,1.0,0.0001241363185918722,0.00012413507655050686,0.01467805144760327,0.018934282415409277,0.7750496915198611,0.7055749883875251,0.1032,0.09506996784785655,0.11193928041574076,0.051,0.045239387102671155,0.057450009243990116,0.103,0.09487734390886227,0.11173221143551307,0.0502,0.04448534215006971,0.05660528251970368,0.1026,0.09449212557428167,0.1113180439316497,0.05,0.04429689670057055,0.05639403504998086,0.0316,0.027099335309559294,0.036819847872570234,0.0106,0.008113451615220023,0.01383797504860189
balanced_2x2_n1000_pair08,balanced_2x2,5000,1000,2,2,0.0,0.8,140.10268691929508,0.0,0.0,1.0,1.0,-0.00012242219726794993,-0.00012242134988423438,0.00848713584158593,0.018971071428627407,0.4472003998323591,0.6822168128564954,0.0982,0.09025738113052353,0.10675954415252437,0.0546,0.04863758649946047,0.06124628239319642,0.0978,0.08987265154103252,0.10634488790357141,0.0542,0.04825961924472352,0.06082486380948941,0.0966,0.08871871668658596,0.10510066524268613,0.0538,0.0478817469838921,0.06040335023187688,0.001,0.00042721349110879964,0.0023389530500582106,0.0,0.0,0.0007677019450571243
weak_2x2_n50_pair00,weak_2x2,5000,50,2,2,-4.440892098500626e-16,2.9333588968495327e-18,2.264633774906262,0.0,0.05265,1.0,1.0,-0.0012300469671534012,0.002520712678669544,0.0687889266491303,0.06889100085292435,0.9986263941468613,0.763933383859694,0.075,0.06802108498396975,0.0826314616693288,0.0336,0.028952430871671923,0.038963681502677365,0.0686,0.06191967726930518,0.0759426959688901,0.0292,0.024882442945122,0.03424042520634379,0.0612,0.054886946015951704,0.06818678921103043,0.0238,0.019926464464337726,0.028404694868134683,0.0748,0.067830171875666,0.08242268185841056,0.033,0.02839599012623896,0.03832104349044439
weak_2x2_n50_pair04,weak_2x2,5000,50,2,2,-4.440892098500626e-16,0.14434889144344945,2.264633774906262,0.0,0.05465,1.0,1.0,-0.0006965855428056723,0.0029527691994707837,0.0641010282840978,0.06804683229643257,0.9458212853246474,0.7170333992689848,0.0638,0.057355001503384614,0.07091474167348323,0.0272,0.023041325625706544,0.03208461333353947,0.0584,0.05223283299055025,0.06524520136732419,0.0224,0.018650132017796136,0.02688317688012243,0.0524,0.04655995670627651,0.05892729007493863,0.0214,0.017740979070661023,0.025793865231147656,0.055,0.04901564776937427,0.06166760696172657,0.023,0.0191966460912995,0.027535741564284996
weak_2x2_n50_pair08,weak_2x2,5000,50,2,2,-4.440892098500626e-16,0.28869778288689896,2.264633774906262,0.0,0.05455,1.0,1.0,-0.0029199325609877286,0.0008022625942966032,0.05929462363105196,0.0675113948810059,0.8876390721880176,0.7492666132748127,0.0562,0.05015038614349223,0.06293102610294048,0.0192,0.01574901754912226,0.023389204641244665,0.051,0.045239387102671155,0.057450009243990116,0.0164,0.013232664150440108,0.02030985717081914,0.0446,0.03921945850747833,0.0506797644240797,0.0176,0.01430824955549208,0.021632429281099035,0.0362,0.03136842467827379,0.04174369564596121,0.013,0.010213148925363891,0.016534592769121746
weak_2x2_n100_pair00,weak_2x2,5000,100,2,2,-4.440892098500626e-16,2.9333588968495327e-18,4.529267549812524,0.0,0.0038,1.0,1.0,0.00017737922291308352,0.0012265283329618616,0.047983066551574215,0.04801586804363243,0.9994085644955152,0.7923584198579192,0.0862,0.07873484384029535,0.09430050628943391,0.0366,0.03174076807403096,0.042170738088647984,0.0822,0.07490361133345794,0.0901378804118318,0.0342,0.02950929424707216,0.03960589688494305,0.079,0.07184244816595686,0.08680395687178125,0.0308,0.026359508374236954,0.035960903131004654,0.0852,0.07777655460000227,0.09326033093361713,0.0358,0.030996250022910007,0.041316484462881026
weak_2x2_n100_pair04,weak_2x2,5000,100,2,2,-4.440892098500626e-16,0.14434889144344945,4.529267549812524,0.0,0.00445,1.0,1.0,-0.0007671389020613751,0.00021950925801393577,0.044688219166068584,0.04788040776161486,0.934668553368352,0.7447750074788928,0.0776,0.07050431033130894,0.08534424427187531,0.029,0.02469806269660059,0.03402511253564322,0.0742,0.06725752374600619,0.08179625123040446,0.0266,0.022490203302556452,0.031436656899023634,0.0722,0.06534970193207024,0.07970714385212063,0.0252,0.021206588938665703,0.02992242082836054,0.0602,0.053938584463858776,0.06713668616701347,0.0194,0.01592960668422969,0.023608308425359218
weak_2x2_n100_pair08,weak_2x2,5000,100,2,2,-4.440892098500626e-16,0.28869778288689896,4.529267549812524,0.0,0.00485,1.0,1.0,-0.000996090891353975,1.3618774077569107e-05,0.04114832363473056,0.04775052827459482,0.8656964441604065,0.7250166032463312,0.0708,0.06401517037352825,0.0782438249761088,0.0304,0.02598991232578578,0.03553111334101187,0.0668,0.06020671680947418,0.0740584201557233,0.0264,0.0223066265103538,0.03122054077200431,0.0656,0.05906553769029381,0.07280144175957183,0.0274,0.023225161392217843,0.03230047048625015,0.0432,0.03790666385366587,0.04919470864333832,0.0162,0.013053851931465623,0.020088976470571646
weak_2x2_n200_pair00,weak_2x2,5000,200,2,2,-4.440892098500626e-16,2.9333588968495327e-18,9.058535099625049,0.0,0.0001,1.0,1.0,-0.0002906512997550025,-0.0001337939388583276,0.033614832053973295,0.03364289578597676,0.9991297882367078,0.689475005492568,0.093,0.08525925317287317,0.10136565621040333,0.0434,0.0380941093753608,0.04940695604086537,0.0902,0.08257107622794863,0.09845813228622019,0.0426,0.03734452469569485,0.04855776904364341,0.0876,0.08007697237976286,0.09575622818452026,0.0414,0.03622115480088501,0.04728298142312138,0.0922,0.0844909731146427,0.1005351645917459,0.0448,0.03940712743434635,0.05089178841643366
weak_2x2_n200_pair04,weak_2x2,5000,200,2,2,-4.440892098500626e-16,0.14434889144344945,9.058535099625049,0.0,5e-05,1.0,1.0,-0.0009587141347961957,-0.0008002919637977712,0.03125531691040311,0.03358910246157086,0.9309938674211262,0.677141803316772,0.0974,0.08948796411595085,0.10593018949020915,0.0486,0.04297853230752914,0.05491454900846843,0.0958,0.08794964072133023,0.10427096953105396,0.048,0.04241393141870799,0.054280071139623645,0.0944,0.08660417615817816,0.10281858365965217,0.0458,0.040345934701495674,0.05195144574539421,0.0762,0.06916687894715805,0.08388382522147238,0.0348,0.03006656962326064,0.04024770026642051
weak_2x2_n200_pair08,weak_2x2,5000,200,2,2,-4.440892098500626e-16,0.28869778288689896,9.058535099625049,0.0,0.0,1.0,1.0,0.00044637452495226507,0.0006045918730512948,0.02868171246578641,0.03360760841112165,0.8544592019540763,0.670658191666007,0.0856,0.0781598325025074,0.09367643886955594,0.041,0.035846974112552034,0.0468577762730104,0.0838,0.07643548386837289,0.09180355123069266,0.0398,0.03472528711352322,0.04558130575670736,0.0828,0.07547796479300165,0.09076260570995401,0.0386,0.033604926130696156,0.044303509224202564,0.0492,0.04354338255549714,0.055548777518166365,0.0198,0.016291095598378512,0.024046205349654355
weak_2x2_n500_pair00,weak_2x2,5000,500,2,2,-4.440892098500626e-16,2.9333588968495327e-18,22.64633774906262,0.0,0.0,1.0,1.0,-5.2536506311152096e-05,-3.1919864630645554e-05,0.021256773907971812,0.021264103751313976,0.9996329136102974,0.676008383743465,0.1078,0.09950297750115336,0.1166992079045494,0.058,0.05185400973971143,0.06482463877971906,0.107,0.09873165928086486,0.11587175444795,0.0574,0.05128593705566524,0.06419363270609932,0.1066,0.0983460562167133,0.11545797167365762,0.0566,0.05052881403128711,0.06335198405358955,0.1058,0.09757496310641671,0.11463029310706631,0.0578,0.05166463044785411,0.06461432515235441
weak_2x2_n500_pair04,weak_2x2,5000,500,2,2,-4.440892098500626e-16,0.14434889144344945,22.64633774906262,0.0,0.0,1.0,1.0,0.00027615167529983084,0.0002967171598609203,0.019633966279436598,0.021164906710281723,0.927753071318277,0.709025003015995,0.0974,0.08948796411595085,0.10593018949020915,0.0448,0.03940712743434635,0.05089178841643366,0.0966,0.08871871668658596,0.10510066524268613,0.0442,0.03884421475711896,0.05025562233599513,0.0958,0.08794964072133023,0.10427096953105396,0.0438,0.03846909782873126,0.04983135342593886,0.0724,0.06554041346542971,0.07991612523798317,0.032,0.027469558463827537,0.037249010556745926
weak_2x2_n500_pair08,weak_2x2,5000,500,2,2,-4.440892098500626e-16,0.28869778288689896,22.64633774906262,0.0,0.0,1.0,1.0,-0.0001824164016509386,-0.00016180037087092542,0.018042631279940186,0.0212449702661721,0.8495980926044852,0.775875011458993,0.0942,0.08641201089382725,0.10261105600478113,0.0472,0.04166152580497485,0.05343370507646888,0.0934,0.08564346098790362,0.10178083423381681,0.0464,0.04090958228231389,0.05258687692224192,0.0926,0.08487509046113607,0.10095043308369646,0.0456,0.04015811220817567,0.05173957531949225,0.0514,0.045616565428436305,0.05787221675666895,0.0222,0.018468128073239214,0.026665487905457377
weak_2x2_n1000_pair00,weak_2x2,5000,1000,2,2,-4.440892098500626e-16,2.9333588968495327e-18,45.29267549812524,0.0,0.0,1.0,1.0,-0.0003215068910115429,-0.00031662865544720005,0.014985674648890869,0.014983562992744458,1.0001852232544037,0.7027418119832873,0.0982,0.09025738113052353,0.10675954415252437,0.0516,0.04580519305269662,0.0580832820516306,0.098,0.09006501107959225,0.10655222128423367,0.0516,0.04580519305269662,0.0580832820516306,0.0978,0.08987265154103252,0.10634488790357141,0.0516,0.04580519305269662,0.0580832820516306,0.0978,0.08987265154103252,0.10634488790357141,0.0524,0.04655995670627651,0.05892729007493863
weak_2x2_n1000_pair04,weak_2x2,5000,1000,2,2,-4.440892098500626e-16,0.14434889144344945,45.29267549812524,0.0,0.0,1.0,1.0,0.0001306819704698343,0.00013556196930155647,0.013902439853519365,0.01500195581459447,0.926730844437021,0.6606834009289742,0.103,0.09487734390886227,0.11173221143551307,0.0504,0.044673814062764695,0.05681650352623067,0.103,0.09487734390886227,0.11173221143551307,0.0504,0.044673814062764695,0.05681650352623067,0.1024,0.09429953122956897,0.11111094535714044,0.0502,0.04448534215006971,0.05660528251970368,0.078,0.07088656410142662,0.0857613763402016,0.035,0.030252417866064703,0.04046154494283843
weak_2x2_n1000_pair08,weak_2x2,5000,1000,2,2,-4.440892098500626e-16,0.28869778288689896,45.29267549812524,0.0,0.0,1.0,1.0,-0.0003046936433334783,-0.0002998287963941066,0.012704664734612793,0.014998548893599351,0.8471913489229601,0.6782833952456713,0.1052,0.09699674290476157,0.1140094345510555,0.054,0.04807067117820129,0.06061411895678966,0.1048,0.09661131057076797,0.11359548104660516,0.054,0.04807067117820129,0.06061411895678966,0.1044,0.09622591670218933,0.11318148907673983,0.054,0.04807067117820129,0.06061411895678966,0.0578,0.05166463044785411,0.06461432515235441,0.0242,0.02029184139202983,0.028838703778886532
sparse_3x3_n50_pair00,sparse_3x3,5000,50,3,3,0.0,-3.0655910202377295e-18,0.2288925284533338,0.3333333333333333,0.3914666666666667,0.9998,1.0,-0.0010504915482577365,-0.000932904326094318,0.08670636239277708,0.08689174443229615,0.9978007384496917,1.5738500049337745,0.10502100420084017,0.09682347129827736,0.11382511061163451,0.04920984196839368,0.04355211723268489,0.05555985001673851,0.09701940388077615,0.08912121762090382,0.1055364517928807,0.04220844168833767,0.03697734624121666,0.04814257257409527,0.0684,0.061729279053560085,0.07573340126541321,0.0294,0.02506688068481259,0.034455680385875175,0.10202040408081617,0.09393323967067586,0.11071875005318825,0.045809161832366475,0.04035402704692333,0.05196180239164591
sparse_3x3_n50_pair04,sparse_3x3,5000,50,3,3,0.0,0.39999999999999997,0.2288925284533338,0.3333333333333333,0.39544444444444443,0.9994,1.0,-0.0003186029127007221,-0.00042880169971584844,0.06677658129138289,0.08550241208080403,0.8020498053410825,1.5641583828255534,0.0802481488893336,0.07303395613011332,0.08810721690174056,0.034220532319391636,0.02952705022836927,0.03962960304058899,0.07284370622373423,0.06596159998293574,0.08038206334793058,0.02901741044626776,0.024712920592095802,0.03404548261670903,0.0568,0.05071806154659551,0.06356242945750312,0.0236,0.01974389149873783,0.028187574914512598,0.037615046018407365,0.03268545286338774,0.0432548707050148,0.013405362144857944,0.010570164501322234,0.016987977825962487
sparse_3x3_n50_pair08,sparse_3x3,5000,50,3,3,0.0,0.7999999999999999,0.2288925284533338,0.3333333333333333,0.3903111111111111,0.9542,0.9464,-0.00041462219550258473,-0.0007074703913232261,0.03371788469184918,0.08343385315272685,0.43273126179270976,1.4296249952167273,0.03877593795849927,0.03365846167792037,0.04463554285496034,0.010270383567386292,0.007777668713400561,0.013551093654732027,0.0326975476839237,0.028015136932276127,0.038131867433121525,0.009012785579543072,0.006698246369197144,0.012117343550490673,0.036770921386306,0.031773491840637526,0.042519843753478566,0.01014370245139476,0.007659651235191107,0.013422443612966326,0.00220485067147725,0.0012316259286987183,0.003944075930418166,0.0,0.0,0.0007693933108786264
sparse_3x3_n100_pair00,sparse_3x3,5000,100,3,3,0.0,-3.0655910202377295e-18,0.4577850569066676,0.3333333333333333,0.23122222222222227,1.0,1.0,-0.0004168054911721522,-0.0004728223575465863,0.05926679701245007,0.059356410778538704,0.9985819435043184,1.3146334094926715,0.0836,0.07624395392299979,0.09159538825684377,0.0358,0.030996250022910007,0.041316484462881026,0.0806,0.07337259170799372,0.0884713566835202,0.0336,0.028952430871671923,0.038963681502677365,0.075,0.06802108498396975,0.0826314616693288,0.0318,0.027284421471199267,0.03703445463015223,0.0816,0.0743293778033679,0.0895130351842559,0.035,0.030252417866064703,0.04046154494283843
sparse_3x3_n100_pair04,sparse_3x3,5000,100,3,3,0.0,0.39999999999999997,0.4577850569066676,0.3333333333333333,0.22831111111111113,1.0,1.0,0.0005804880830892741,0.0006774254348660716,0.04632560793279875,0.05885145802161268,0.7967296685852535,1.4463666127994657,0.0654,0.058875404352604514,0.07259188217803915,0.0298,0.02543592639000502,0.0348860205191267,0.0626,0.05621549083520565,0.06965609482633033,0.0284,0.024145272686653944,0.033378823787923936,0.0604,0.05412821616515825,0.06734674738493598,0.0222,0.018468128073239214,0.026665487905457377,0.0248,0.02084047055750806,0.02948915337107423,0.0092,0.006904738548247705,0.012248837681020367
sparse_3x3_n100_pair08,sparse_3x3,5000,100,3,3,0.0,0.7999999999999999,0.4577850569066676,0.3333333333333333,0.2304666666666667,0.9982,0.998,0.0005003700032809716,0.0006750946311914751,0.025684692894722586,0.0583910125941174,0.45270032723949627,1.3928666012361646,0.049689440993788817,0.04399950649382191,0.05607202989858824,0.01642957323181727,0.013256560210782843,0.02034640000415905,0.04668403125626127,0.04117183336049293,0.052893506389374914,0.015027048687637748,0.012005548892183826,0.018794519556238322,0.04629258517034068,0.04080349584395599,0.05247969359287958,0.01743486973947896,0.014157029660303914,0.021455125889121917,0.0008,0.00031114697610156274,0.00205532664584347,0.0004,0.00010970128207763504,0.0014573865014234437
sparse_3x3_n200_pair00,sparse_3x3,5000,200,3,3,0.0,-3.0655910202377295e-18,0.9155701138133352,0.1111111111111111,0.11215555555555556,1.0,1.0,0.0010862969130518286,0.0009941559800139088,0.040268984531247984,0.040276096279470576,0.9998088945509448,1.2502665864303708,0.086,0.07854316084954936,0.09409249636095791,0.0372,0.032299593797888555,0.04281099112245631,0.0842,0.07681858265802284,0.09221983827948667,0.0362,0.03136842467827379,0.04174369564596121,0.0898,0.08218723673405674,0.0980425859416681,0.0392,0.03416493726116426,0.04494257685140038,0.0858,0.07835149039041377,0.09388447390087155,0.0362,0.03136842467827379,0.04174369564596121
sparse_3x3_n200_pair04,sparse_3x3,5000,200,3,3,0.0,0.39999999999999997,0.9155701138133352,0.1111111111111111,0.11064444444444446,1.0,1.0,0.00018964069988519137,0.00016831334439645521,0.03127065776426745,0.039884060638411004,0.78935541567122,1.2913416139781475,0.0792,0.0720336673776816,0.08701243057927849,0.031,0.026544386492613793,0.036175717931849795,0.077,0.06993103792508325,0.08471843792043508,0.03,0.025620533254951595,0.035101106573402104,0.0788,0.07165124302171341,0.08659546909680271,0.0316,0.027099335309559294,0.036819847872570234,0.0294,0.02506688068481259,0.034455680385875175,0.008,0.0058806817250996474,0.010874736988836562
sparse_3x3_n200_pair08,sparse_3x3,5000,200,3,3,0.0,0.7999999999999999,0.9155701138133352,0.1111111111111111,0.11275555555555557,1.0,1.0,-0.00023723530284566082,-0.0002677509644130431,0.01801761218195702,0.03975660274836561,0.46010911794787474,1.2612584047019482,0.0596,0.0533698127022566,0.06650637917094972,0.0158,0.01269663591166846,0.019646806651924864,0.0576,0.05147527285124603,0.06440398982974052,0.0152,0.01216187120210725,0.01898249260382014,0.0668,0.06020671680947418,0.0740584201557233,0.018,0.014667759588024538,0.022072305087010528,0.0006,0.00020407465419434653,0.001762706048528709,0.0002,3.5305783439365155e-05,0.0011320890808397361
sparse_3x3_n500_pair00,sparse_3x3,5000,500,3,3,0.0,-3.0655910202377295e-18,2.288925284533338,0.0,0.021977777777777777,1.0,1.0,0.00026475349983947635,0.00024489590566607574,0.02450014160914549,0.024501228861172612,1.0000008023560323,1.2280500028282404,0.1006,0.09256663145562494,0.10924660885808668,0.049,0.043355071700947344,0.05533739545349418,0.1,0.09198917998158554,0.10862498157446016,0.0484,0.04279030408863613,0.05470308430813947,0.102,0.09391437231340359,0.11069671843486185,0.0506,0.044862312290198145,0.0570276982180192,0.1002,0.09218165360924936,0.10883220086601832,0.0486,0.04297853230752914,0.05491454900846843
