configuration_id,pair_id,shape,profile,n_p,n_q,target_mi_p,target_mi_q,section,method,replicates,rejected,valid,rate,valid_rate,rate_mcse,paired_minus_wald,paired_mcse
config_5f334245343e838d,pair_0b7dd028d07380ef,2x2,uniform,5,5,0.02,0.021,main,normal_wald,20000,1912,19693,0.0956,0.98465,0.00207919022698742,0.0,0.0
config_5f334245343e838d,pair_0b7dd028d07380ef,2x2,uniform,5,5,0.02,0.021,main,hutcheson_welch,20000,1402,19693,0.0701,0.98465,0.0018053530125712257,-0.0255,0.0011146971012258773
config_5f334245343e838d,pair_0b7dd028d07380ef,2x2,uniform,5,5,0.02,0.021,main,simple_welch,20000,1402,19693,0.0701,0.98465,0.0018053530125712257,-0.0255,0.0011146971012258773
config_5f334245343e838d,pair_0b7dd028d07380ef,2x2,uniform,5,5,0.02,0.021,main,kurtosis_welch,20000,1158,15442,0.0579,0.7721,0.0016514779744216997,-0.0377,0.0013468578994497028
config_5f334245343e838d,pair_0b7dd028d07380ef,2x2,uniform,5,5,0.02,0.021,main,expanded_welch,20000,0,15442,0.0,0.7721,0.0,-0.0956,0.002079242208692417
config_5f334245343e838d,pair_0b7dd028d07380ef,2x2,uniform,5,5,0.02,0.021,main,observed_support_wald,20000,2511,19693,0.12555,0.98465,0.002342938299443671,0.02995,0.0012052893889541864
config_c56c0677f57ae942,pair_5daadbd2d6c7623a,2x2,uniform,5,5,0.02,0.022,main,normal_wald,20000,1902,19700,0.0951,0.985,0.0020743190448916002,0.0,0.0
config_c56c0677f57ae942,pair_5daadbd2d6c7623a,2x2,uniform,5,5,0.02,0.022,main,hutcheson_welch,20000,1391,19700,0.06955,0.985,0.0017987884464272057,-0.02555,0.0011157607813084556
config_c56c0677f57ae942,pair_5daadbd2d6c7623a,2x2,uniform,5,5,0.02,0.022,main,simple_welch,20000,1391,19700,0.06955,0.985,0.0017987884464272057,-0.02555,0.0011157607813084556
config_c56c0677f57ae942,pair_5daadbd2d6c7623a,2x2,uniform,5,5,0.02,0.022,main,kurtosis_welch,20000,1097,15487,0.05485,0.77435,0.0016099918866255198,-0.04025,0.0013898177775063655
config_c56c0677f57ae942,pair_5daadbd2d6c7623a,2x2,uniform,5,5,0.02,0.022,main,expanded_welch,20000,0,15487,0.0,0.77435,0.0,-0.0951,0.0020743709048124774
config_c56c0677f57ae942,pair_5daadbd2d6c7623a,2x2,uniform,5,5,0.02,0.022,main,observed_support_wald,20000,2505,19700,0.12525,0.985,0.002340538800148376,0.03015,0.0012091823605639702
config_0111e5cba0cda0ed,pair_be82699e9841393d,2x2,uniform,5,5,0.02,0.025,main,normal_wald,20000,1933,19679,0.09665,0.98395,0.0020893632702333026,0.0,0.0
config_0111e5cba0cda0ed,pair_be82699e9841393d,2x2,uniform,5,5,0.02,0.025,main,hutcheson_welch,20000,1426,19679,0.0713,0.98395,0.0018195646457325994,-0.02535,0.0011114992786917708
config_0111e5cba0cda0ed,pair_be82699e9841393d,2x2,uniform,5,5,0.02,0.025,main,simple_welch,20000,1426,19679,0.0713,0.98395,0.0018195646457325994,-0.02535,0.0011114992786917708
config_0111e5cba0cda0ed,pair_be82699e9841393d,2x2,uniform,5,5,0.02,0.025,main,kurtosis_welch,20000,1163,15512,0.05815,0.7756,0.0016548198920124206,-0.0385,0.0013605072763504245
config_0111e5cba0cda0ed,pair_be82699e9841393d,2x2,uniform,5,5,0.02,0.025,main,expanded_welch,20000,0,15512,0.0,0.7756,0.0,-0.09665,0.002089415506273918
config_0111e5cba0cda0ed,pair_be82699e9841393d,2x2,uniform,5,5,0.02,0.025,main,observed_support_wald,20000,2542,19679,0.1271,0.98395,0.002355266333135172,0.03045,0.0012149953438940762
config_0978dd3de7a2b4b2,pair_843b32122b86c600,2x2,uniform,5,5,0.02,0.03,main,normal_wald,20000,2069,19704,0.10345,0.9852,0.0021534634603354664,0.0,0.0
config_0978dd3de7a2b4b2,pair_843b32122b86c600,2x2,uniform,5,5,0.02,0.03,main,hutcheson_welch,20000,1500,19704,0.075,0.9852,0.0018624580532189175,-0.02845,0.0011756270581902227
config_0978dd3de7a2b4b2,pair_843b32122b86c600,2x2,uniform,5,5,0.02,0.03,main,simple_welch,20000,1500,19704,0.075,0.9852,0.0018624580532189175,-0.02845,0.0011756270581902227
config_0978dd3de7a2b4b2,pair_843b32122b86c600,2x2,uniform,5,5,0.02,0.03,main,kurtosis_welch,20000,1212,15469,0.0606,0.77345,0.001687122402198489,-0.04285,0.0014320601994402121
config_0978dd3de7a2b4b2,pair_843b32122b86c600,2x2,uniform,5,5,0.02,0.03,main,expanded_welch,20000,0,15469,0.0,0.77345,0.0,-0.10345,0.0021535172989409304
config_0978dd3de7a2b4b2,pair_843b32122b86c600,2x2,uniform,5,5,0.02,0.03,main,observed_support_wald,20000,2724,19704,0.1362,0.9852,0.0024253820317632433,0.03275,0.0012585511799500357
config_99dd5492ff2066cf,pair_f92afa0319e6f637,2x2,uniform,5,5,0.02,0.04,main,normal_wald,20000,2015,19711,0.10075,0.98555,0.0021283730582301592,0.0,0.0
config_99dd5492ff2066cf,pair_f92afa0319e6f637,2x2,uniform,5,5,0.02,0.04,main,hutcheson_welch,20000,1441,19711,0.07205,0.98555,0.0018283708253524504,-0.0287,0.0011806291518761146
config_99dd5492ff2066cf,pair_f92afa0319e6f637,2x2,uniform,5,5,0.02,0.04,main,simple_welch,20000,1441,19711,0.07205,0.98555,0.0018283708253524504,-0.0287,0.0011806291518761146
config_99dd5492ff2066cf,pair_f92afa0319e6f637,2x2,uniform,5,5,0.02,0.04,main,kurtosis_welch,20000,1154,15488,0.0577,0.7744,0.0016487981986889725,-0.04305,0.0014352483659261191
config_99dd5492ff2066cf,pair_f92afa0319e6f637,2x2,uniform,5,5,0.02,0.04,main,expanded_welch,20000,0,15488,0.0,0.7744,0.0,-0.10075,0.0021284262695520475
config_99dd5492ff2066cf,pair_f92afa0319e6f637,2x2,uniform,5,5,0.02,0.04,main,observed_support_wald,20000,2637,19711,0.13185,0.98555,0.0023923375336686917,0.0311,0.0012274831305324676
config_1a981240d959e1c7,pair_0a0e0f72610302eb,2x2,uniform,10,10,0.02,0.02,main,normal_wald,20000,1220,19774,0.061,0.9887,0.0016923208915569175,0.0,0.0
config_1a981240d959e1c7,pair_0a0e0f72610302eb,2x2,uniform,10,10,0.02,0.02,main,hutcheson_welch,20000,803,19774,0.04015,0.9887,0.001388127830929126,-0.02085,0.0010103538566986255
config_1a981240d959e1c7,pair_0a0e0f72610302eb,2x2,uniform,10,10,0.02,0.02,main,simple_welch,20000,727,19774,0.03635,0.9887,0.001323417498373057,-0.02465,0.001096439229482965
config_1a981240d959e1c7,pair_0a0e0f72610302eb,2x2,uniform,10,10,0.02,0.02,main,kurtosis_welch,20000,150,19581,0.0075,0.97905,0.0006100717170956215,-0.0535,0.0015912303732348234
config_1a981240d959e1c7,pair_0a0e0f72610302eb,2x2,uniform,10,10,0.02,0.02,main,expanded_welch,20000,542,19581,0.0271,0.97905,0.0011481635336484085,-0.0339,0.0012796958158363468
config_1a981240d959e1c7,pair_0a0e0f72610302eb,2x2,uniform,10,10,0.02,0.02,main,observed_support_wald,20000,2635,19774,0.13175,0.9887,0.0023915678696202623,0.07075,0.001813115066484258
config_f26d804883a0033f,pair_0b7dd028d07380ef,2x2,uniform,10,10,0.02,0.021,main,normal_wald,20000,1230,19779,0.0615,0.98895,0.0016987900105663442,0.0,0.0
config_f26d804883a0033f,pair_0b7dd028d07380ef,2x2,uniform,10,10,0.02,0.021,main,hutcheson_welch,20000,821,19779,0.04105,0.98895,0.0014029415080465757,-0.02045,0.0010008196425919358
config_f26d804883a0033f,pair_0b7dd028d07380ef,2x2,uniform,10,10,0.02,0.021,main,simple_welch,20000,745,19779,0.03725,0.98895,0.0013390750072344714,-0.02425,0.001087729760924854
config_f26d804883a0033f,pair_0b7dd028d07380ef,2x2,uniform,10,10,0.02,0.021,main,kurtosis_welch,20000,176,19566,0.0088,0.9783,0.0006603998788612851,-0.0527,0.001579955794639727
config_f26d804883a0033f,pair_0b7dd028d07380ef,2x2,uniform,10,10,0.02,0.021,main,expanded_welch,20000,541,19566,0.02705,0.9783,0.0011471333292167917,-0.03445,0.0012896678010836191
config_f26d804883a0033f,pair_0b7dd028d07380ef,2x2,uniform,10,10,0.02,0.021,main,observed_support_wald,20000,2629,19779,0.13145,0.98895,0.0023892561342392744,0.06995,0.0018036109684813632
config_d6d2f09c47798d3e,pair_5daadbd2d6c7623a,2x2,uniform,10,10,0.02,0.022,main,normal_wald,20000,1223,19814,0.06115,0.9907,0.0016942649955069013,0.0,0.0
config_d6d2f09c47798d3e,pair_5daadbd2d6c7623a,2x2,uniform,10,10,0.02,0.022,main,hutcheson_welch,20000,802,19814,0.0401,0.9907,0.0013872993548618119,-0.02105,0.0010150844274343593
config_d6d2f09c47798d3e,pair_5daadbd2d6c7623a,2x2,uniform,10,10,0.02,0.022,main,simple_welch,20000,732,19814,0.0366,0.9907,0.0013277883867544558,-0.02455,0.001094269046549939
config_d6d2f09c47798d3e,pair_5daadbd2d6c7623a,2x2,uniform,10,10,0.02,0.022,main,kurtosis_welch,20000,168,19605,0.0084,0.98025,0.000645346418600119,-0.05275,0.0015806634049790587
config_d6d2f09c47798d3e,pair_5daadbd2d6c7623a,2x2,uniform,10,10,0.02,0.022,main,expanded_welch,20000,509,19605,0.02545,0.98025,0.0011136044517691189,-0.0357,0.0013120066951347483
config_d6d2f09c47798d3e,pair_5daadbd2d6c7623a,2x2,uniform,10,10,0.02,0.022,main,observed_support_wald,20000,2637,19814,0.13185,0.9907,0.0023923375336686917,0.0707,0.0018125230376434113
config_c2e8c931930806b9,pair_be82699e9841393d,2x2,uniform,10,10,0.02,0.025,main,normal_wald,20000,1224,19801,0.0612,0.99005,0.0016949123871162189,0.0,0.0
config_c2e8c931930806b9,pair_be82699e9841393d,2x2,uniform,10,10,0.02,0.025,main,hutcheson_welch,20000,822,19801,0.0411,0.99005,0.0014037590605228518,-0.0201,0.0009923954566790003
config_c2e8c931930806b9,pair_be82699e9841393d,2x2,uniform,10,10,0.02,0.025,main,simple_welch,20000,747,19801,0.03735,0.99005,0.001340801579280096,-0.02385,0.001078942575327363
config_c2e8c931930806b9,pair_be82699e9841393d,2x2,uniform,10,10,0.02,0.025,main,kurtosis_welch,20000,175,19581,0.00875,0.97905,0.0006585376792560924,-0.05245,0.0015764117890660534
config_c2e8c931930806b9,pair_be82699e9841393d,2x2,uniform,10,10,0.02,0.025,main,expanded_welch,20000,525,19581,0.02625,0.97905,0.0011305073529172642,-0.03495,0.0012986566907616586
config_c2e8c931930806b9,pair_be82699e9841393d,2x2,uniform,10,10,0.02,0.025,main,observed_support_wald,20000,2685,19801,0.13425,0.99005,0.002410673531401546,0.07305,0.001840069066015834
config_a636a472f3b028ac,pair_843b32122b86c600,2x2,uniform,10,10,0.02,0.03,main,normal_wald,20000,1344,19806,0.0672,0.9903,0.001770369452967374,0.0,0.0
config_a636a472f3b028ac,pair_843b32122b86c600,2x2,uniform,10,10,0.02,0.03,main,hutcheson_welch,20000,906,19806,0.0453,0.9903,0.0014705085854900678,-0.0219,0.0010349265933643228
config_a636a472f3b028ac,pair_843b32122b86c600,2x2,uniform,10,10,0.02,0.03,main,simple_welch,20000,828,19806,0.0414,0.9903,0.0014086525476497034,-0.0258,0.0011210623707189318
config_a636a472f3b028ac,pair_843b32122b86c600,2x2,uniform,10,10,0.02,0.03,main,kurtosis_welch,20000,190,19570,0.0095,0.9785,0.0006859209138085819,-0.0577,0.0016488394201897524
config_a636a472f3b028ac,pair_843b32122b86c600,2x2,uniform,10,10,0.02,0.03,main,expanded_welch,20000,574,19570,0.0287,0.9785,0.0011805996357783617,-0.0385,0.0013605072763504245
config_a636a472f3b028ac,pair_843b32122b86c600,2x2,uniform,10,10,0.02,0.03,main,observed_support_wald,20000,2830,19806,0.1415,0.9903,0.00246452581646044,0.0743,0.0018544938547681597
config_6620e68bf41e17b3,pair_f92afa0319e6f637,2x2,uniform,10,10,0.02,0.04,main,normal_wald,20000,1435,19831,0.07175,0.99155,0.001824855302482912,0.0,0.0
config_6620e68bf41e17b3,pair_f92afa0319e6f637,2x2,uniform,10,10,0.02,0.04,main,hutcheson_welch,20000,970,19831,0.0485,0.99155,0.001519008722818931,-0.02325,0.0010656118671601644
config_6620e68bf41e17b3,pair_f92afa0319e6f637,2x2,uniform,10,10,0.02,0.04,main,simple_welch,20000,885,19831,0.04425,0.99155,0.001454165353390047,-0.0275,0.001156397147487893
config_6620e68bf41e17b3,pair_f92afa0319e6f637,2x2,uniform,10,10,0.02,0.04,main,kurtosis_welch,20000,203,19615,0.01015,0.98075,0.0007087657405659503,-0.0616,0.00170012250171158
config_6620e68bf41e17b3,pair_f92afa0319e6f637,2x2,uniform,10,10,0.02,0.04,main,expanded_welch,20000,658,19615,0.0329,0.98075,0.0012613007175134724,-0.03885,0.0013664286411523903
config_6620e68bf41e17b3,pair_f92afa0319e6f637,2x2,uniform,10,10,0.02,0.04,main,observed_support_wald,20000,2911,19831,0.14555,0.99155,0.0024936438949858097,0.0738,0.001848742516535124
config_fec72b5a5a7078d7,pair_0a0e0f72610302eb,2x2,uniform,20,20,0.02,0.02,main,normal_wald,20000,517,19962,0.02585,0.9981,0.001122091295305333,0.0,0.0
config_fec72b5a5a7078d7,pair_0a0e0f72610302eb,2x2,uniform,20,20,0.02,0.02,main,hutcheson_welch,20000,457,19962,0.02285,0.9981,0.0010565954168933348,-0.003,0.0003867266190397213
config_fec72b5a5a7078d7,pair_0a0e0f72610302eb,2x2,uniform,20,20,0.02,0.02,main,simple_welch,20000,453,19962,0.02265,0.9981,0.0010520688546858518,-0.0032,0.0003993694715407526
config_fec72b5a5a7078d7,pair_0a0e0f72610302eb,2x2,uniform,20,20,0.02,0.02,main,kurtosis_welch,20000,448,19673,0.0224,0.98365,0.001046380427951517,-0.00345,0.00041462449357645737
config_fec72b5a5a7078d7,pair_0a0e0f72610302eb,2x2,uniform,20,20,0.02,0.02,main,expanded_welch,20000,327,19673,0.01635,0.98365,0.0008967351197538769,-0.0095,0.0006859380624745046
config_fec72b5a5a7078d7,pair_0a0e0f72610302eb,2x2,uniform,20,20,0.02,0.02,main,observed_support_wald,20000,621,19962,0.03105,0.9981,0.0012264969934736897,0.0052,0.0005085871931602803
config_25f0da1fa9c8f320,pair_0b7dd028d07380ef,2x2,uniform,20,20,0.02,0.021,main,normal_wald,20000,545,19972,0.02725,0.9986,0.001151247964167581,0.0,0.0
config_25f0da1fa9c8f320,pair_0b7dd028d07380ef,2x2,uniform,20,20,0.02,0.021,main,hutcheson_welch,20000,475,19972,0.02375,0.9986,0.001076706494361393,-0.0035,0.0004176077343764009
config_25f0da1fa9c8f320,pair_0b7dd028d07380ef,2x2,uniform,20,20,0.02,0.021,main,simple_welch,20000,470,19972,0.0235,0.9986,0.0010711617524911913,-0.00375,0.0004322108458967284
config_25f0da1fa9c8f320,pair_0b7dd028d07380ef,2x2,uniform,20,20,0.02,0.021,main,kurtosis_welch,20000,458,19706,0.0229,0.9853,0.0010577237351974285,-0.00435,0.00046536512894195436
config_25f0da1fa9c8f320,pair_0b7dd028d07380ef,2x2,uniform,20,20,0.02,0.021,main,expanded_welch,20000,342,19706,0.0171,0.9853,0.000916722149836034,-0.01015,0.0007087834603739601
config_25f0da1fa9c8f320,pair_0b7dd028d07380ef,2x2,uniform,20,20,0.02,0.021,main,observed_support_wald,20000,653,19972,0.03265,0.9986,0.0012566617981780142,0.0054,0.0005182233377332484
config_0fbe1874022b702c,pair_5daadbd2d6c7623a,2x2,uniform,20,20,0.02,0.022,main,normal_wald,20000,501,19981,0.02505,0.99905,0.0011050451913835922,0.0,0.0
config_0fbe1874022b702c,pair_5daadbd2d6c7623a,2x2,uniform,20,20,0.02,0.022,main,hutcheson_welch,20000,436,19981,0.0218,0.99905,0.0010325880107768053,-0.00325,0.0004024673576809676
config_0fbe1874022b702c,pair_5daadbd2d6c7623a,2x2,uniform,20,20,0.02,0.022,main,simple_welch,20000,432,19981,0.0216,0.99905,0.0010279455238484188,-0.00345,0.00041462449357645737
config_0fbe1874022b702c,pair_5daadbd2d6c7623a,2x2,uniform,20,20,0.02,0.022,main,kurtosis_welch,20000,417,19706,0.02085,0.9853,0.0010103285975364648,-0.0042,0.00045730564879828585
config_0fbe1874022b702c,pair_5daadbd2d6c7623a,2x2,uniform,20,20,0.02,0.022,main,expanded_welch,20000,314,19706,0.0157,0.9853,0.0008790196243543143,-0.00935,0.000680552740499684
config_0fbe1874022b702c,pair_5daadbd2d6c7623a,2x2,uniform,20,20,0.02,0.022,main,observed_support_wald,20000,610,19981,0.0305,0.99905,0.0012159307134865867,0.00545,0.0005206039054994892
config_f5be316f661d90b6,pair_be82699e9841393d,2x2,uniform,20,20,0.02,0.025,main,normal_wald,20000,600,19977,0.03,0.99885,0.0012062338081814817,0.0,0.0
config_f5be316f661d90b6,pair_be82699e9841393d,2x2,uniform,20,20,0.02,0.025,main,hutcheson_welch,20000,520,19977,0.026,0.99885,0.0011252555265360842,-0.004,0.000446329430463671
config_f5be316f661d90b6,pair_be82699e9841393d,2x2,uniform,20,20,0.02,0.025,main,simple_welch,20000,513,19977,0.02565,0.99885,0.0011178568222272474,-0.00435,0.00046536512894195436
config_f5be316f661d90b6,pair_be82699e9841393d,2x2,uniform,20,20,0.02,0.025,main,kurtosis_welch,20000,511,19694,0.02555,0.9847,0.0011157328869402388,-0.00445,0.0004706601226443051
config_f5be316f661d90b6,pair_be82699e9841393d,2x2,uniform,20,20,0.02,0.025,main,expanded_welch,20000,376,19694,0.0188,0.9847,0.0009603790918173927,-0.0112,0.0007441476249941198
config_f5be316f661d90b6,pair_be82699e9841393d,2x2,uniform,20,20,0.02,0.025,main,observed_support_wald,20000,717,19977,0.03585,0.99885,0.0013146249940572405,0.00585,0.0005392619170410223
config_a27ba2b7a810f9bc,pair_843b32122b86c600,2x2,uniform,20,20,0.02,0.03,main,normal_wald,20000,602,19984,0.0301,0.9992,0.0012081802431756614,0.0,0.0
config_a27ba2b7a810f9bc,pair_843b32122b86c600,2x2,uniform,20,20,0.02,0.03,main,hutcheson_welch,20000,517,19984,0.02585,0.9992,0.001122091295305333,-0.00425,0.00046000810359467443
config_a27ba2b7a810f9bc,pair_843b32122b86c600,2x2,uniform,20,20,0.02,0.03,main,simple_welch,20000,514,19984,0.0257,0.9992,0.0011189171104241814,-0.0044,0.00046802024758295173
config_a27ba2b7a810f9bc,pair_843b32122b86c600,2x2,uniform,20,20,0.02,0.03,main,kurtosis_welch,20000,492,19746,0.0246,0.9873,0.0010953273483301693,-0.0055,0.0005229733980411938
config_a27ba2b7a810f9bc,pair_843b32122b86c600,2x2,uniform,20,20,0.02,0.03,main,expanded_welch,20000,384,19746,0.0192,0.9873,0.0009703442688036034,-0.0109,0.0007342250706171209
config_a27ba2b7a810f9bc,pair_843b32122b86c600,2x2,uniform,20,20,0.02,0.03,main,observed_support_wald,20000,715,19984,0.03575,0.9992,0.0013128582844313397,0.00565,0.0005300169062360603
config_850e2ff6f2cd4d82,pair_f92afa0319e6f637,2x2,uniform,20,20,0.02,0.04,main,normal_wald,20000,728,19980,0.0364,0.999,0.001324293018935009,0.0,0.0
config_850e2ff6f2cd4d82,pair_f92afa0319e6f637,2x2,uniform,20,20,0.02,0.04,main,hutcheson_welch,20000,654,19980,0.0327,0.999,0.0012575911497780192,-0.0037,0.0004293305442614254
config_850e2ff6f2cd4d82,pair_f92afa0319e6f637,2x2,uniform,20,20,0.02,0.04,main,simple_welch,20000,646,19980,0.0323,0.999,0.0012501341927969173,-0.0041,0.00045185142302024933
config_850e2ff6f2cd4d82,pair_f92afa0319e6f637,2x2,uniform,20,20,0.02,0.04,main,kurtosis_welch,20000,620,19774,0.031,0.9887,0.0012255406969986758,-0.0054,0.0005182233377332484
config_850e2ff6f2cd4d82,pair_f92afa0319e6f637,2x2,uniform,20,20,0.02,0.04,main,expanded_welch,20000,509,19774,0.02545,0.9887,0.0011136044517691189,-0.01095,0.000735888545635533
config_850e2ff6f2cd4d82,pair_f92afa0319e6f637,2x2,uniform,20,20,0.02,0.04,main,observed_support_wald,20000,848,19980,0.0424,0.999,0.0014248199886301427,0.006,0.0005460905700939519
